id,W,X,Y,Z
3451,49.8,195.7,47.94,113.1
3452,5.1,162,54.09,108.8
3453,31.4,212.4,51.1,118.2
3454,43.4,209,55.04,111.4
3455,10.9,217.3,39.69,124.1
3456,8.6,173.7,54.35,120.3
3457,9.4,183.6,46.09,88.7
3458,4.6,194.5,53.31,146.1
3459,5.7,181.4,48.79,103.4
3460,4.2,220.1,64.48,138.8
3461,4.5,135.9,63.16,121.6
3462,17,143.1,48.99,110.9
3463,8.8,187,54.43,128.8
3464,42.9,173.8,51.34,112.4
3465,28.2,158.9,40.23,70.9
3466,32,210.2,52.77,120.9
3467,51.9,160.1,50,96.8
3468,7.9,217.2,54.68,126.2
3469,2.5,193.9,42.35,104
3470,6.1,113,60.28,113.3
3471,19.8,170.1,54.85,110.7
3472,0.8,177.2,50.23,120.8
3473,67,192.4,54.38,115.1
3474,37.1,154.3,46.95,108.3
3475,34.9,197.3,31.67,98.9
3476,5.2,163.4,49.97,123.9
3477,39.4,197.7,37,115.3
3478,5.8,205.9,44.32,103.3
3479,26.5,199,45.82,114
3480,5.3,158.3,45.68,101.5
3481,10.4,187.5,51.54,112.3
3482,4.8,137.4,48.67,95.6
3483,17.6,182,61.2,147
3484,4.7,149.2,51.52,107.5
3485,46.1,208.8,37.59,105.3
3486,1.4,192.5,60.65,140.5
3487,1.2,192.6,53.6,97.6
3488,18.6,152.5,43.02,94.8
3489,42.8,155.8,47.77,109.8
3490,25.6,196.3,48.07,130.6
3491,35.4,187,44.77,107.8
3492,9,198.7,49.07,116.8
3493,39.7,173,51.21,111.1
3494,11.6,170.2,53.28,127.4
3495,14.4,204.1,37.69,99.4
3496,18.7,165.8,41.33,83.8
3497,26.7,174.7,40.46,93.9
3498,5.8,165.8,56.83,120.9
3499,66.1,173.3,46.66,113.9
3500,3.4,171.1,55.62,117
3501,23.2,174,56.93,144.4
3502,17.3,168.1,50.57,113.2
3503,16.3,173.7,61.62,130.6
3504,11.9,201.8,37.79,114.7
3505,33,189.1,55.43,102.8
3506,6.4,168.1,59.56,127.5
3507,20.7,130.9,44.59,83.4
3508,22.4,186.8,47.26,111.8
3509,93.8,171.7,52.66,113.1
3510,1.1,185.8,32.28,65.9
3511,11.4,207.6,53.91,122.5
3512,20.6,187.4,59.47,126.8
3513,4.7,206.1,40.53,107.4
3514,9.1,199.6,47.79,137.6
3515,21.8,237,51.05,124
3516,1.6,212.5,44.17,114.6
3517,70.4,194.5,43.5,97.4
3518,1.9,192.6,49.88,124.1
3519,20.6,164.1,50.26,107.4
3520,66.2,156.4,54.69,122.1
3521,80,147.4,49.24,113.7
3522,16.1,196.8,42.83,117.7
3523,5.1,220.8,48.54,123.7
3524,16.8,171.1,59.52,133.5
3525,9.6,189.5,48.93,110
3526,14.1,190.1,57.68,127.5
3527,88.7,164.1,43.68,101.1
3528,95.2,150.5,50.05,127.2
3529,23.1,161.8,51.66,104.8
3530,2,190.8,39.85,108.4
3531,36.5,195.8,50.53,131.6
3532,1.8,154.9,51.59,120.7
3533,123.3,176.4,53.6,111.4
3534,8.7,187,53.29,128.6
3535,33.8,165.3,61.18,115.7
3536,62.6,187.5,58.29,133.7
3537,17.2,184.7,47.95,104.7
3538,38.5,170.5,57.17,108.6
3539,5.5,184.9,42.99,114
3540,6,178,55.38,135.3
3541,6.1,200.4,45.56,125.5
3542,1.1,185.4,52.09,118
3543,3.2,171.3,47.47,100.2
3544,66,206.4,44.82,113.6
3545,39.1,169.9,61.44,122.6
3546,37.7,198,52.76,134.3
3547,42,192.1,45.5,119.6
3548,10.1,188.2,53.61,108.7
3549,38.8,169.3,53.31,129.5
3550,14.3,146.7,45.15,93.4
3551,4,170.3,45.51,94.8
3552,13.5,182.2,59.73,122.9
3553,11.7,230.7,51.6,126.5
3554,19.9,178.7,49.78,95
3555,9.8,167.6,38.63,87.7
3556,39.8,175.6,47.87,129.7
3557,55.8,159.6,45.87,113.9
3558,20.5,189.8,48.27,121.3
3559,5.9,195.7,47.98,107.8
3560,91.9,177.4,49.77,117.7
3561,2.7,191,53.82,126.7
3562,1.2,186.7,38.08,110.3
3563,20.4,204.2,47.29,127.4
3564,5.2,180.5,60.8,121.3
3565,91.6,180.4,48.26,110.1
3566,48.4,168.4,54.24,120.6
3567,33.7,183.1,47.46,111.9
3568,53.1,190.1,53.15,113.7
3569,3.8,224.2,56.75,137.1
3570,71.7,154.4,47.2,105.7
3571,47.5,163.7,43.71,123.4
3572,20.5,150.1,34.96,86
3573,23.9,173.4,44.41,108.5
3574,1.1,166.6,46.74,100.2
3575,16.8,164.9,43.15,118.6
3576,5.5,186.5,45.7,130.4
3577,6.3,178.4,49.04,100.2
3578,0.1,168.3,50.66,97
3579,8.1,164.5,49.81,106.1
3580,26.6,194.5,38.27,96.7
3581,30.9,214,50.47,133.5
3582,5.4,147.6,47.93,86.8
3583,4.7,180.7,49.87,105.7
3584,25.7,150.7,46.22,108
3585,5.8,189.1,56.76,108.2
3586,11.6,177.3,43.71,117
3587,14.5,204.8,45.36,129.7
3588,6.3,162.8,42.48,109.6
3589,3,158.6,46.21,97.1
3590,6.3,158.8,55.9,98.5
3591,20.4,169,51.03,100.9
3592,11.3,138.7,43.68,95.6
3593,3.5,163,46.67,99.9
3594,21.8,198.6,50.04,116
3595,27.4,161.5,49.19,119.6
3596,29.5,168.4,52.43,100
3597,56.7,195.4,53.06,116.9
3598,45.2,184,46.64,120.6
3599,73.9,201.7,60.54,125.1
3600,24.2,194.5,49.44,121.9
3601,42.6,178,64.69,116.2
3602,59.6,218.6,37.2,110.8
3603,21,185.5,45.19,95
3604,4.1,149.7,34.71,83.1
3605,23.4,155.5,54.47,104.5
3606,75.2,168.8,48.76,92.5
3607,24.7,200.3,57.75,129.9
3608,32.7,153.5,60.43,105.5
3609,6.6,176.9,44.18,110.3
3610,10.6,190.7,54.5,133.5
3611,3.9,208.4,47.01,110.7
3612,8.6,207.2,55.38,132.2
3613,22.5,186,52.9,135.4
3614,85,152.4,55.41,106
3615,18.8,245.3,45.6,137.7
3616,5.5,180.3,42.3,102.8
3617,5,166.9,57.76,114.7
3618,2.5,185.4,54.54,106.9
3619,20,195.9,57.79,134.5
3620,21.5,189.8,47.25,116.6
3621,25.9,177.8,50.92,115.6
3622,37.1,152.2,44.95,89.5
3623,19.8,177.9,55.18,126.6
3624,9.5,150.8,48.63,98.7
3625,9.8,227.3,45.65,134.5
3626,62.1,164.9,44.11,112.9
3627,2.8,169.6,58.18,128.8
3628,33.4,157.9,59.28,115.4
3629,9.1,219.3,47.82,111.2
3630,27.7,180.4,59.49,125.1
3631,38.2,209.3,46.15,107.9
3632,17.6,181.1,39.4,95.5
3633,31.1,200.7,51.22,134.3
3634,16.2,173,67.53,126.3
3635,4.9,148.8,42.95,93.7
3636,4,178.3,42.47,111.6
3637,3.2,168.2,60.93,110
3638,58.7,181.9,51.95,106.8
3639,33.1,189.9,56.07,127.7
3640,62.4,171.7,41.32,94.7
3641,8.8,202.6,51.7,110.4
3642,19.4,142.8,39.29,87.4
3643,2.2,155.2,51.94,102.6
3644,25.1,220.8,53.28,124.2
3645,16.4,188.6,49.41,101.3
3646,20.9,160.1,42.49,87.8
3647,28,202.3,45.56,121.8
3648,4.5,181.6,36.92,90.7
3649,50.4,204.1,40.45,132.3
3650,25.9,178.4,45.51,117.8
3651,9.7,163.9,49.9,89.4
3652,10,184.8,66.44,139.9
3653,16.8,182.6,43.32,102
3654,17.3,162.7,46.96,99.2
3655,0.6,200.5,47.18,103.3
3656,10,198.8,50.42,118.1
3657,1.9,192.7,66.16,143.3
3658,13.3,182.3,46.22,92.7
3659,0.9,169.4,42.86,106.4
3660,6,144.3,59.25,116.2
3661,23,195.8,45.83,120.2
3662,4.7,163.4,50.98,108.7
3663,42,173.1,48.35,87.5
3664,30.6,173.1,56.88,134.4
3665,50.6,193.2,44.35,94
3666,3.1,173.3,45.63,111.7
3667,16.5,129.3,66.8,109.2
3668,17.4,184.1,50,103
3669,6,174.3,64.68,135.9
3670,40,192.5,56.22,117.8
3671,35.9,140.6,50.9,106.3
3672,13.1,164.6,59.02,105.6
3673,7.2,147,43.66,106.9
3674,10.6,189,59.84,148.7
3675,10.5,164.4,50.55,122
3676,46.4,209.2,49.9,127.4
3677,14.7,162.9,53.88,97.2
3678,14.5,162.4,35.82,78.7
3679,98.7,193.8,47.19,113.7
3680,40.8,168.2,56.43,114
3681,18.9,216.1,47.27,102.5
3682,17.3,219,51.47,125.8
3683,14.6,173.1,38.76,81.6
3684,3.2,184,46.57,110.6
3685,12.6,161.6,42.19,85.7
3686,14.6,177.8,38.42,91
3687,24.3,183.9,51.49,118.7
3688,21.3,165.9,52.78,106.5
3689,6.8,193.4,35.75,99
3690,8.6,202,45.92,114.7
3691,19.7,197.9,54.62,108.9
3692,1.1,219,50.83,128.6
3693,2.7,203.6,48.73,100.8
3694,14.5,193.9,58.16,138.1
3695,28.7,186,43.81,128.5
3696,5.6,155.5,44.52,99.9
3697,77.2,176.6,57.71,128.5
3698,5.2,171.8,39.35,98.8
3699,6.6,161.4,50.94,101.2
3700,1.6,182.5,56.26,134.2
3701,12.2,178.3,43.25,112.6
3702,15.4,133.6,64.02,124.1
3703,13.7,129.7,53.96,113.7
3704,14,187.6,50.45,102.2
3705,18.2,171.2,45.71,103.2
3706,27.5,200.5,46.55,120.9
3707,21.2,193.3,52.18,112.6
3708,1.7,189.8,42.66,111.7
3709,29.8,192.1,56.02,127
3710,34.7,191.5,56.1,124.3
3711,11.8,131,45.18,82.7
3712,8.3,192,50.84,108.7
3713,2.7,154.2,55.26,118.1
3714,16.5,171.5,51.7,128.2
3715,12.8,159.6,53.24,108.7
3716,2.5,202.8,49.97,118.9
3717,47,164.3,55.89,132.5
3718,5.4,186.4,50.43,110.6
3719,9.4,197.1,42.46,121.9
3720,2.8,132.6,64.87,117.2
3721,1,205.5,39.71,108.9
3722,1.7,151,47.72,95.9
3723,52.3,170.7,45.36,109
3724,4.5,204.4,49.18,110.2
3725,12,174.1,62.87,139.7
3726,31.1,182.6,48.13,101.6
3727,14.7,171.9,38.5,101.4
3728,11.2,208.7,57.29,138.8
3729,7,153.6,54.32,124
3730,11.3,213.6,46.24,135.2
3731,5.6,176.6,41.08,96.8
3732,24.9,173.7,42.23,96.2
3733,31.4,228,44.94,121
3734,4,185,38.37,113
3735,70.6,118.5,59.82,117.2
3736,42,174.4,40.6,91.5
3737,19.4,193.9,55.57,131.9
3738,1.3,195.9,39.25,111.7
3739,4.6,184.6,42.32,122.7
3740,14.7,171.4,48.38,105.2
3741,17.3,183.1,48.7,104.4
3742,20.8,194.6,54.34,120.9
3743,3.9,192.6,44.04,106
3744,23.4,169.2,49.54,108.3
3745,10.6,181.1,44.67,98
3746,13.9,174,51.72,111.6
3747,12.4,184.4,60.8,149.6
3748,22.4,166,44.01,99
3749,1.2,176.2,50.33,120.8
3750,9.2,149.8,48.73,103.8
3751,33.2,202.1,66.14,128.1
3752,10.1,182.9,50.18,107.3
3753,31.6,194.2,56.51,117.5
3754,45.6,186.1,57.38,144.5
3755,45.8,148.2,60.91,111.5
3756,4.9,192.4,66.33,157.9
3757,31.5,184.4,56.81,127.1
3758,13.6,144.8,52.26,133.3
3759,0.2,201.7,51.88,122.5
3760,25.6,175.9,60.41,135
3761,26.3,188.5,45.91,98.2
3762,0.9,152.7,51.17,100.7
3763,14.6,196.7,49.48,114.8
3764,8.6,182.5,54.28,116.4
3765,16.7,173,54.35,105.2
3766,34.8,182.8,46.8,106.9
3767,3.9,187.3,55.07,121.5
3768,1.7,195.6,55.22,119.2
3769,2.9,214.6,54.64,120.3
3770,10.2,166.6,65.96,127.1
3771,4.9,223.8,51.44,134
3772,51.1,191.5,39.69,101.2
3773,79.1,168.7,50.74,87
3774,30.7,177.2,45.72,107.7
3775,12.8,201.8,54.69,104.6
3776,43.7,180.7,44.71,115.3
3777,83,202.5,34.91,86.9
3778,24.3,187.4,48.44,126.3
3779,44.6,193,48.95,105
3780,9.3,181.1,45.77,114.7
3781,25.3,206.1,46.26,124.8
3782,24.6,195.9,47.86,96.8
3783,0.5,172.3,36.74,96.8
3784,0.7,198.7,48.27,111.3
3785,6.2,172.6,56.72,111.6
3786,3.1,187.6,42.82,123.5
3787,3.1,204.2,46.31,115
3788,7.3,175.2,40.91,94.9
3789,2.8,185.3,50.32,117.1
3790,22.9,203.5,47.38,119.5
3791,35,163.3,52.09,122.5
3792,39.4,168.1,51.35,113.6
3793,20,158.6,60.02,101.1
3794,0.7,170.9,64.61,120
3795,65.7,162.6,54.44,117.8
3796,12.4,160.9,46.24,110.3
3797,36,163.6,57.92,129.5
3798,9.4,172.9,49.67,114.5
3799,12.2,150.8,48.76,103.6
3800,35.3,214.8,60.17,131.7
3801,18.3,200.7,47.61,122.7
3802,6.6,179.9,45.8,106.5
3803,18,192.6,49.57,111
3804,5.1,154.7,56.53,129.3
3805,41.2,169.7,42.66,94.8
3806,32.3,202.1,40.84,94.1
3807,39.8,163.7,59.89,108.3
3808,101.4,196,43.63,119.5
3809,19.1,167.8,44.97,108.3
3810,54.7,175.3,49.49,95.4
3811,23.7,174.4,31.67,86.9
3812,4.1,186.3,39.07,113
3813,30.7,155.1,55.79,105
3814,103.2,189.7,45.49,116.7
3815,8.6,157.1,58.17,128.1
3816,16.7,213.6,40.23,124.2
3817,6.6,181.3,47.22,115
3818,49.2,160.3,36.38,82.2
3819,13.5,162.9,52.81,110.6
3820,9.2,205.4,50.77,124.1
3821,26.3,189.7,40.07,100.3
3822,3.5,196.2,55.45,123.1
3823,1.7,167.2,38.55,90
3824,4.1,163.3,52.34,127
3825,11.4,175.7,34.63,91.3
3826,2.4,204.7,51.46,114.5
3827,35.6,147.4,52.62,107.3
3828,3.1,194.5,46.59,94.5
3829,10.1,178.1,52.3,116.6
3830,20,176.5,42.82,108
3831,37.2,223.5,48.28,142.9
3832,26.3,173.2,49.24,118.1
3833,9.5,219.3,63.02,134.1
3834,5.6,175.9,46.91,91.7
3835,20,228.1,55.56,131.1
3836,13.6,192.3,55.49,134.2
3837,11.6,155.5,52.58,113.2
3838,10.1,173.6,41.44,95
3839,2,170,61.19,94.8
3840,11.8,185.2,52.88,116.7
3841,21.2,202.2,53.76,134.6
3842,6,173.9,44.73,88.1
3843,7.9,195.2,45.91,120.4
3844,6.5,193.9,48.77,91.2
3845,29,185.9,47.69,111.4
3846,30.4,175.4,53.87,105.2
3847,46.7,170.7,56.09,115.4
3848,6.2,178.1,48.65,106
3849,25,152.1,59.27,131.5
3850,25.8,191.4,47.9,117.2
3851,14.9,173.7,45.01,113.6
3852,41.4,163.7,49.19,122.6
3853,3.8,158.3,43.23,94.1
3854,4.8,178.7,54.81,105.9
3855,33.3,177.1,55.92,128.5
3856,57.1,208.1,71.03,137.1
3857,16.8,166.1,56.24,122.6
3858,53.5,156.6,52.47,117.2
3859,31.7,168.6,49.46,101.4
3860,0.8,148.3,54.72,106.8
3861,17.8,127.8,38.74,83.3
3862,53.9,151.1,47.17,116.5
3863,30.8,182.9,57.72,140.8
3864,52.4,198.9,49.91,135.4
3865,12.3,169.4,59.33,120
3866,33.4,179.1,45.93,105.3
3867,47.7,174.2,43.41,101.5
3868,18.9,174.9,49.89,129.2
3869,31.5,210.7,38.82,117.4
3870,39.4,155.8,40.86,98.8
3871,9.8,182.3,56.02,127
3872,0.2,167.6,56.56,130.5
3873,13,176.3,49.66,112.8
3874,86.4,166.5,44.31,109.9
3875,24,188.8,48.88,106.7
3876,42.1,190,55.34,116.9
3877,5.8,195.5,43.48,111.1
3878,23.1,188.7,53.79,115.7
3879,2.5,153.5,49.09,102.7
3880,24.4,174.9,52.6,124.8
3881,3.9,171,55.84,116.9
3882,65.6,153.8,57.13,118.4
3883,28.7,158.9,56.68,117.3
3884,5.2,166.9,48.14,98.2
3885,0,184.9,57.26,119.4
3886,16.9,166.8,45.23,108.5
3887,11.3,172.8,49.88,107.2
3888,27.1,193.5,56.64,122.7
3889,26.6,165.3,42.73,93.2
3890,44.2,162.2,49.62,116.4
3891,4.9,177.5,54.7,114.8
3892,5.2,218.9,49.92,136.1
3893,12.4,206.4,43.9,104.1
3894,15.5,160,55.3,114.3
3895,7.3,210.3,45.39,127.4
3896,27.2,187,53.82,128.1
3897,39.1,174.6,39.96,106.5
3898,84.8,192.1,47.59,93.7
3899,4.2,166.8,57.83,122.8
3900,5.1,165.4,38.96,96.3
3901,32.9,182.9,50.57,125.3
3902,12.5,192.7,70.76,151.2
3903,50.5,208.1,50.11,101
3904,58.1,176.8,35.6,85.7
3905,7.1,192.3,57.36,127.2
3906,6.7,158.5,54.42,112.6
3907,32.4,174.3,41.87,114.6
3908,5.2,178.1,65.9,130
3909,2.5,181.4,34.02,84.9
3910,18.8,161.2,43.06,115.2
3911,21.4,190.2,51.27,129.9
3912,21.3,191,58.43,136.6
3913,11.7,198.5,47.57,120.3
3914,4.4,167.9,41.72,106.8
3915,10.2,191.5,60.24,139.1
3916,0.4,167,46.39,100.1
3917,22.3,147.1,50.62,108.8
3918,0.2,175.6,49.03,106.7
3919,17,199.8,43.83,107.6
3920,39.7,132.4,52.52,93.6
3921,86.9,189.5,59.45,129.1
3922,2.5,197.6,55.84,128.3
3923,3.7,184.1,46.67,84.5
3924,6.2,184.5,53.85,107.3
3925,7.3,178.7,60.18,123.9
3926,151,181.2,55.96,121.5
3927,51.8,177.8,55.16,117.2
3928,9.9,207,45.49,110.6
3929,8.5,177.5,52.45,121.3
3930,8.5,176.6,42.59,98.2
3931,13.6,199.8,44.94,112.7
3932,94.5,174.4,43.44,103.1
3933,29.9,143.7,52.41,104.3
3934,37.3,193.5,50.44,125.1
3935,34.2,242.6,43.8,124
3936,24.6,209.4,49.36,105.7
3937,11.4,162.8,60.66,123.9
3938,104,156.8,42.2,89
3939,0.4,172.6,52.25,122.5
3940,10.3,181.3,52.4,110.6
3941,14.6,212.2,55.36,126.8
3942,14.4,172.1,47.7,116
3943,23.7,186.6,42.66,108.7
3944,15.7,162.8,50.82,91.6
3945,37.1,196.8,51.63,130.6
3946,15.8,193.8,47.09,121.8
3947,5.9,162.1,44.68,110
3948,28.8,163.5,50.34,110.2
3949,0.2,162,59.95,125.7
3950,49.9,208.9,46.92,124.5
3951,37.8,185.2,56.91,119
3952,2.5,140.7,34.82,79
3953,1.2,166,60.91,134.5
3954,30.4,207.2,53.34,124.3
3955,0.5,189.4,39.89,93.3
3956,42.2,177.2,48.84,100.6
3957,7.8,161.7,51.98,110.1
3958,27,185.2,52.01,117.1
3959,74,158.9,53.96,121.2
3960,10.6,166.8,53.26,101.7
3961,62.1,143.1,63.13,118.1
3962,20.3,185,55.21,122.4
3963,12.6,176.8,54.14,119.3
3964,55.5,188.3,39.88,100.5
3965,31.7,153.3,36.16,86.5
3966,2.1,164.2,48.08,108.8
3967,19.7,186.6,53.94,112.4
3968,3.7,154.6,52.08,106.2
3969,19,196.4,38.12,85.8
3970,43.5,181.3,58.95,134.4
3971,38.5,197.8,54.08,130.7
3972,49,142.4,51.93,101.9
3973,1.8,187.2,40.13,112.2
3974,6.8,171.5,48.4,117.9
3975,10.3,185.5,52.68,125.6
3976,2.1,168,60.67,129.5
3977,10.4,189.6,45.54,108.6
3978,2.7,156.7,51.15,111.7
3979,14.5,196.6,59.76,132.8
3980,7.5,157.7,62.39,132.9
3981,12.1,142.6,56.16,106.2
3982,1.2,146.1,58.91,113.7
3983,0.9,179.6,57.12,117.6
3984,19.1,189.4,56.5,112
3985,19.8,167.9,60.69,122.7
3986,20.9,182.5,53.96,129.3
3987,8.7,159.1,39.69,80.3
3988,66.8,197.4,53.19,131.9
3989,0.8,201.6,48.56,104.8
3990,6.9,217.2,45.1,117.4
3991,1.4,178,47.6,126.9
3992,24.4,211.2,55.38,148
3993,28.3,143.4,68.94,137.3
3994,1.8,163,46.36,109.5
3995,22.5,172.6,43.66,110.2
3996,32,209.3,44.82,102.7
3997,4.2,230,47.81,133.9
3998,7.3,210.5,46.48,131.4
3999,34,157.9,48.18,97.6
4000,51.6,174,48.44,115.3
4001,3.1,178,45.79,116.5
4002,3.8,176.2,61.31,119.8
4003,2.3,205.1,47.34,129.1
4004,15.4,224.5,49.58,145
4005,55.2,140.2,47.78,79.7
4006,10.3,183.9,53.88,108.5
4007,23.2,188.9,52.75,122.7
4008,49.7,179,58.83,139.7
4009,6.1,166.6,61.7,120.4
4010,2.7,178.2,50.81,109.6
4011,2.7,178.3,49.58,106.5
4012,73.8,201.5,57.71,123
4013,15,179.8,39.03,114
4014,17,200.8,51.2,117.9
4015,19.3,204.3,44.86,107.5
4016,9.3,170.4,39.25,84.4
4017,13,172.3,40.13,83.7
4018,45.9,196.9,39.7,110.6
4019,62.6,174.2,39.69,91.4
4020,6.2,148.3,48.95,100.2
4021,7.6,201.8,46.95,123.7
4022,11.1,237.1,49.62,137.1
4023,2.6,170.4,52.68,123
4024,16.6,192.5,37.16,109.5
4025,11.9,204.4,48.5,115
4026,17,158.8,58.15,130.6
4027,31.8,178.2,53.52,110.7
4028,0.6,223.7,49.52,131.4
4029,29.7,178.1,45.04,130.8
4030,6.4,179.5,41.37,89.8
4031,7.3,174.5,55.44,120.3
4032,2.3,188.5,64.64,118.1
4033,19.2,169,50.35,119.2
4034,27.6,168.4,53.08,118
4035,9.5,185.7,39.39,110.9
4036,17.9,153.4,40.5,101
4037,9.7,196.6,38.63,102.7
4038,4.4,169.7,49.04,99.2
4039,18.1,206.7,64.5,133.5
4040,36.6,152.9,40.15,81.9
4041,18.3,173.5,46.24,106
4042,27.2,210.3,55.84,128.4
4043,40,221.3,45.33,139.3
4044,36.6,198.4,49.12,112.2
4045,11,160.7,53.63,115
4046,1.4,194.8,44.9,118.7
4047,145.9,204.3,34.97,114.6
4048,9.8,171.8,53.09,111.7
4049,13.2,196.3,52.81,108.7
4050,16.8,143.4,51.97,103.9
4051,4.7,160.2,48.45,110.5
4052,19.6,148.6,53.77,99.1
4053,27.8,161.8,53.48,117.8
4054,9.1,151.9,39.64,106.4
4055,44.2,171.7,46.89,90.2
4056,7.7,189.4,40.5,109.9
4057,9.6,148.8,49.02,96.7
4058,35.7,195,48.38,119
4059,14.5,194.8,48.67,116.2
4060,47.3,170.9,51.22,101.7
4061,63.9,188.6,50.34,119.6
4062,12.9,184.2,49.3,118.2
4063,48.4,191.4,54.04,111.8
4064,6,182.8,57.38,133.4
4065,28.1,198,60.33,124.2
4066,4.3,194.1,45.98,126.8
4067,7.9,206.1,52.57,125.1
4068,1.4,171.6,41.89,97
4069,27.2,206.9,43.93,128.1
4070,14,167.6,51.97,98.8
4071,12.8,180.3,50.08,131.6
4072,2.9,175.1,42.74,100.3
4073,19.2,190.7,60.25,110.5
4074,45.6,185.1,55.62,133.8
4075,22,218.8,34.41,94.6
4076,70,175.3,36.87,104.7
4077,13.7,180.2,53.57,115.4
4078,37.3,151.6,52.52,98.6
4079,4,189.4,47.37,116.6
4080,28.8,166.8,62.92,126.9
4081,6.9,163.2,44.71,86.5
4082,40.6,175.4,46.18,118.5
4083,74.6,171,52.48,119.2
4084,7.6,160,55.04,119.5
4085,43.1,184.5,51.62,101
4086,14.3,183.8,50.63,121.1
4087,1.1,182.9,54.49,115.1
4088,9.1,185.3,38.93,93.4
4089,8.2,153.6,39.98,90.4
4090,26.9,175.1,45.14,93.7
4091,16,214.1,45.98,111.5
4092,17.8,203.2,39.82,113.9
4093,16.9,159,57.19,117.9
4094,21.2,197.3,56.25,126
4095,6.6,196.2,49.15,111.4
4096,6.4,158.6,56.4,104.2
4097,16.2,189.8,51.32,125.8
4098,35.2,174.2,50.05,116.8
4099,39.2,206.3,44.98,109.9
4100,1.6,167.9,43.25,99.1
4101,49.3,181,55.33,147.6
4102,34.4,192,57.29,128
4103,2.1,228.2,37.04,117
4104,11.9,204.8,58.22,126.2
4105,7.5,201,45.58,113
4106,32.4,193.9,45.44,102.2
4107,24.3,166.7,60.9,98
4108,14,174.4,45.89,108.2
4109,31.8,192.3,49.04,109.4
4110,2.6,139.9,53.71,106
4111,10.8,166.1,52.37,116.7
4112,17.2,182.3,47.96,117.2
4113,65.9,195.3,52.17,99.7
4114,16.1,182.6,49.33,106.5
4115,16.1,158.7,56.9,105.8
4116,10.9,157,60.44,115.1
4117,76.4,153.8,39.83,80.7
4118,1.1,180.2,48.34,116.9
4119,14.5,165.9,38.21,78.1
4120,25.1,165.9,51.38,107.5
4121,6.7,188.1,55.71,129.6
4122,3.3,157.4,60.49,119.1
4123,36.5,169.9,35.6,96.7
4124,36.4,190.7,50.27,114.4
4125,12.7,192.5,40.67,102
4126,112.8,196,55.77,106.3
4127,29.7,172.5,46.61,95.7
4128,9.4,171.9,46.6,119.3
4129,18.9,150,47.98,79.6
4130,0.8,206.9,44.87,122.4
4131,72.4,169.5,47.28,119.2
4132,8.4,148.4,62.57,122
4133,29.6,204.1,52.29,137.7
4134,7.1,167.8,62.23,123.9
4135,72.2,159.3,48.39,97.7
4136,66.2,228.5,47.13,133.3
4137,17.6,185.1,54.15,128.7
4138,13.9,183.1,51.18,126.5
4139,21.4,206.8,50.51,133.7
4140,53.3,161.3,36.07,64.7
4141,75.9,190.1,47.36,127.1
4142,1.1,136.5,58.64,108.9
4143,1.6,177.1,49.57,116.1
4144,16.8,162.4,50.72,92
4145,20,182.4,60.83,123.9
4146,9.9,161.4,57.43,131.2
4147,36.9,180.8,50.49,119.1
4148,24,211.7,49.58,122.9
4149,35,207.6,47.34,121.9
4150,13.7,199.7,37.92,97.9
4151,12.4,169.9,43.03,102.6
4152,8.2,189.7,40.56,99.7
4153,5,178.8,50.6,118.6
4154,9.6,183,48.56,129.7
4155,8.1,190,41.61,104.5
4156,22.3,176.4,41.31,98
4157,10.8,191.5,34.48,114.6
4158,2.6,194.8,49.31,100.5
4159,26.2,208.6,47.61,120.3
4160,3.9,201.3,39.61,130.9
4161,0.8,199.3,63.97,119.5
4162,59.4,160.8,47.95,104.7
4163,53.1,163.5,54.82,126.2
4164,37.6,181.5,45.06,104.8
4165,4.9,237.9,41.69,148
4166,107.6,162.6,46.94,106.1
4167,2.2,157.7,48.25,90.6
4168,14.9,177.4,32.36,108.5
4169,50.2,239.1,47.14,126.8
4170,39.1,166.9,49.72,125.7
4171,35.7,155.4,47.23,96.6
4172,11.1,187.6,37.72,100.4
4173,17.3,179.1,52.77,107.2
4174,60.6,174.5,34.23,90.7
4175,39.4,159.6,54.98,105.3
4176,1.5,212.1,54.79,134.6
4177,1.5,196.3,70.59,149.7
4178,11.1,166.2,55.69,131.6
4179,16.3,149.8,61.08,114.5
4180,9.9,155.5,60.77,122.4
4181,1.9,187.3,51.88,104.3
4182,24.2,191.5,47,121.3
4183,2.4,159.8,39.95,77.3
4184,10.6,193.6,52.5,132.1
4185,5,171,44.13,123.1
4186,2.7,175.2,51.58,115.4
4187,60.9,192.7,44.54,120.5
4188,5.9,178.4,77.17,152.8
4189,15.7,206.6,43.61,111.6
4190,53.9,165.7,44.77,107.5
4191,37.3,171,44.05,103
4192,9.3,226.9,50.72,123.4
4193,8.5,171.3,52.87,97.6
4194,13.6,158.3,39.35,88.8
4195,62.4,155.2,40.75,103.7
4196,13.5,186.7,42.12,107.4
4197,5.8,146.1,49.31,90.7
4198,2.4,152.5,40.93,84.6
4199,45.9,202.8,52.17,111.4
4200,14.6,160.8,46.12,114.8
4201,12.2,204.1,48.37,110
4202,25.4,158,38.68,102.8
4203,10.9,186,51.52,116.3
4204,2.1,188.2,58.31,137.2
4205,8.5,183.9,49.45,115.2
4206,2.2,165.6,54.01,134.4
4207,15.5,210.5,51.34,128.9
4208,21.1,154,53.54,100.4
4209,5.2,159,43.21,82.2
4210,2.3,196.8,59.16,139.1
4211,3,190.7,49.29,113.8
