N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,r
86,35,21,5.49,30.68,Loamy,0.79,22.84,46.07,2677.97,6.72,11.3,Central,1491,Rabi,Sugarcane,Sprinkler,218.47,7.07,72.92,0.411191517994586
90,29,116,5.25,40.68,Sandy,0.69,36.83,79.48,2136.9,10.19,5.98,East,906,Rabi,Sugarcane,Canal,252.81,6.41,75.88,0.014381446072085025
157,48,56,6.1,25.47,Sandy,0.65,37.71,59.96,2021.82,5.1,1.08,South,1357,Rabi,Sugarcane,Sprinkler,266.1,20.04,77.47,0.6237430848640091
115,50,49,6.09,61.19,Silt,0.39,17.39,35.09,1540.88,9.61,5.1,West,2186,Rabi,Sugarcane,Canal,337.11,12.4,76.21,0.76230262450096
87,77,63,5.3,24.27,Loamy,0.59,23.55,40.96,1777.81,9.66,8.75,East,1238,Rabi,Sugarcane,Sprinkler,308.87,2.02,77.47,0.8644332468683641
83,90,105,5.64,55.97,Silt,1.45,20.37,39.1,1666.22,5.41,4.97,Central,1030,Zaid,Sugarcane,Rainfed,344.06,6.1,76.38,0.527677466221695
45,60,74,4.92,28.18,Silt,1.45,33.46,53.67,2387.35,8.89,15.42,East,2060,Zaid,Sugarcane,Canal,227.22,10.53,76.82,0.9956311094988834
130,98,50,6.53,31.58,Clay,1.39,39.51,36.24,503.71,7.99,4.85,South,163,Rabi,Sugarcane,Drip,324.69,21.6,76.97,0.5003594462155606
65,45,46,5.74,23.15,Clay,1.28,23.9,78.68,2438.64,7.9,15.52,West,1778,Zaid,Sugarcane,Rainfed,87.62,18.72,74.58,0.27528821345186016
156,93,80,5.24,57.45,Clay,0.91,26.56,46.92,930.89,7.15,15.23,South,1914,Rabi,Sugarcane,Sprinkler,301.07,5.9,75.5,0.6359403268267109
152,42,54,6.6,64.97,Sandy,0.78,31.62,84.38,2205.48,9.68,2.72,East,496,Zaid,Sugarcane,Rainfed,134.81,1.16,76.61,0.6677605916031529
86,24,142,5.91,34.78,Loamy,1.42,33.44,38.3,884.96,5.58,16.45,Central,117,Kharif,Sugarcane,Rainfed,222.46,24.56,75.12,0.7791025863957868
35,71,65,6.34,33.34,Loamy,1.07,25.3,61.22,395.36,5.2,12.8,East,2157,Zaid,Sugarcane,Sprinkler,228.76,12.24,72.43,0.9609201469288247
138,65,36,6.35,50.71,Sandy,1.26,27.91,31.79,2092.51,4.27,10.69,Central,254,Kharif,Sugarcane,Rainfed,248.84,0.55,77.4,0.5928401805081102
44,65,86,7.41,21.56,Loamy,0.32,19.59,82.54,1807.21,9.15,6.76,North,234,Zaid,Sugarcane,Canal,297.66,14.08,75.69,0.03174376537298862
157,79,54,7.49,37.37,Loamy,1.6,28.37,77.75,1362.36,4.82,13.13,West,1615,Zaid,Sugarcane,Rainfed,299.59,20.0,75.51,0.8809730056396574
107,48,29,6.93,19.65,Silt,0.82,38.82,80.75,1100.34,10.0,15.48,East,581,Rabi,Sugarcane,Drip,323.26,4.09,73.67,0.1966535849529587
161,56,138,4.95,64.58,Loamy,0.34,35.71,84.17,1048.53,5.81,5.14,Central,982,Zaid,Sugarcane,Rainfed,141.72,2.58,74.26,0.9972378999036027
112,20,143,5.38,30.79,Clay,0.46,32.89,68.81,640.15,9.8,12.37,South,1372,Rabi,Sugarcane,Canal,206.03,8.81,73.28,0.8973658657909319
42,24,78,5.99,23.04,Clay,0.97,28.4,51.44,2772.78,7.68,10.91,North,1129,Zaid,Sugarcane,Sprinkler,309.51,4.85,75.19,0.06701653775120997
118,69,84,6.23,52.73,Silt,1.16,39.8,68.03,951.08,8.35,10.85,North,1839,Kharif,Sugarcane,Canal,224.06,7.32,73.89,0.38559759251333336
36,34,58,6.59,18.14,Clay,0.85,36.15,80.7,338.22,4.64,7.66,North,1606,Zaid,Sugarcane,Drip,308.04,7.05,73.57,0.9730767979122983
82,43,27,5.06,54.03,Sandy,1.02,19.81,82.07,1394.93,8.11,3.34,East,1328,Rabi,Sugarcane,Rainfed,322.73,21.11,76.0,0.25646306101676597
162,82,115,6.13,57.38,Clay,0.62,39.19,71.36,2573.71,5.9,12.61,East,1345,Zaid,Sugarcane,Canal,195.2,1.96,74.37,0.6739942081457304
91,72,148,5.68,39.08,Loamy,0.97,15.95,63.97,1469.69,9.48,13.49,South,778,Rabi,Sugarcane,Rainfed,330.3,21.36,75.81,0.580699084554285
141,79,143,4.84,64.3,Silt,1.48,27.08,52.93,1275.56,4.17,8.32,South,345,Rabi,Sugarcane,Sprinkler,111.41,7.75,74.81,0.14407878601319957
170,25,119,7.72,37.52,Sandy,0.41,17.36,61.92,2480.64,8.5,7.27,East,1131,Kharif,Sugarcane,Rainfed,229.03,1.19,75.81,0.45958405721362305
157,87,84,4.92,48.93,Loamy,0.59,17.53,54.69,1272.9,5.94,10.19,South,1003,Zaid,Sugarcane,Drip,329.59,15.96,75.84,0.7250060762991187
53,22,26,5.78,63.37,Silt,1.37,32.7,57.68,1073.06,9.84,2.52,East,1223,Kharif,Sugarcane,Sprinkler,182.62,23.76,75.52,0.8622029736581888
134,44,116,7.74,41.55,Silt,1.5,21.88,61.75,2136.63,6.79,17.45,West,777,Rabi,Sugarcane,Sprinkler,78.4,5.42,73.41,0.8401080784391999
165,69,50,7.8,50.29,Sandy,0.83,33.23,31.57,1860.11,6.28,15.91,North,2139,Zaid,Sugarcane,Canal,279.73,20.89,76.1,0.8895193110437631
46,76,110,8.05,53.9,Clay,1.38,24.39,70.95,1781.55,5.47,17.3,South,509,Kharif,Sugarcane,Canal,252.98,16.12,73.23,0.19516651721865041
68,44,147,5.32,39.43,Sandy,0.9,39.71,58.84,447.33,5.81,14.3,East,1152,Rabi,Sugarcane,Rainfed,132.81,6.59,72.68,0.4896244620502448
49,15,35,4.92,51.61,Loamy,0.67,25.91,65.12,850.76,8.03,14.42,South,298,Kharif,Sugarcane,Sprinkler,86.41,2.73,72.15,0.6447452485768186
57,43,23,5.37,26.16,Silt,0.89,29.7,89.99,1263.1,9.81,14.79,West,1564,Rabi,Sugarcane,Canal,256.49,12.85,73.68,0.1520485674244918
78,79,39,5.0,17.92,Sandy,1.12,34.08,70.75,2242.44,4.79,11.56,South,2151,Rabi,Sugarcane,Drip,170.34,11.45,74.62,0.9207396503426354
112,73,45,7.79,54.96,Loamy,1.2,38.97,49.4,1432.72,4.12,9.88,East,727,Zaid,Sugarcane,Canal,229.85,15.15,75.0,0.2914609134937939
158,59,29,6.48,28.91,Loamy,0.97,19.8,79.75,2618.21,8.13,2.39,Central,735,Kharif,Sugarcane,Drip,291.67,8.34,76.81,0.20754093620570346
152,84,139,7.11,26.45,Silt,1.35,35.95,60.32,1160.34,8.48,13.85,East,1852,Kharif,Sugarcane,Rainfed,94.71,12.1,75.5,0.5105807574595599
102,52,82,7.03,63.91,Loamy,0.37,28.42,47.5,416.99,9.51,10.32,South,499,Zaid,Sugarcane,Drip,332.04,13.2,74.93,0.6151291405411998
70,44,50,7.38,50.03,Silt,1.09,27.39,53.79,2478.84,10.47,12.52,East,1279,Zaid,Sugarcane,Canal,290.16,17.77,76.98,0.5511599619163721
111,41,21,7.22,22.33,Silt,0.66,36.21,86.73,1854.95,7.12,11.37,East,924,Kharif,Sugarcane,Rainfed,99.06,18.17,74.53,0.7507696492110557
94,59,47,7.14,48.14,Clay,1.11,14.17,79.22,761.99,8.45,8.03,South,1778,Kharif,Sugarcane,Rainfed,295.05,10.01,77.25,0.7752440518349493
149,49,130,5.28,45.77,Loamy,0.59,25.66,65.95,2085.86,5.53,15.44,East,1279,Rabi,Sugarcane,Sprinkler,235.38,4.19,74.49,0.2344256000115147
57,75,46,6.56,50.41,Clay,1.51,19.68,42.56,1205.26,10.08,10.98,Central,1106,Zaid,Sugarcane,Rainfed,276.33,11.07,74.9,0.31754970025758844
85,34,141,5.04,56.26,Loamy,0.36,14.03,46.19,1854.21,8.46,7.57,West,249,Kharif,Sugarcane,Canal,258.82,22.65,76.71,0.27746467972495403
158,16,29,6.56,28.0,Sandy,1.09,14.07,51.58,2659.28,7.45,8.21,North,1101,Kharif,Sugarcane,Canal,213.87,21.72,76.08,0.15047227100599747
150,34,131,5.21,25.27,Sandy,1.45,29.96,31.07,893.92,6.96,5.97,South,146,Kharif,Sugarcane,Drip,223.09,4.04,73.71,0.5015179603501664
67,77,45,6.54,36.57,Sandy,1.31,23.27,31.94,2466.64,10.27,15.86,West,1832,Kharif,Sugarcane,Sprinkler,115.18,20.23,75.63,0.6619136326370115
138,30,95,6.74,31.77,Clay,0.75,25.31,57.46,2634.44,9.82,9.48,East,53,Zaid,Sugarcane,Canal,92.07,13.91,76.26,0.8174078473061094
85,95,137,5.12,23.72,Sandy,0.54,28.83,44.59,411.87,4.14,1.4,South,266,Zaid,Sugarcane,Sprinkler,78.42,8.35,74.06,0.8955628481318387
151,48,143,6.51,18.6,Loamy,0.9,11.4,67.98,2019.59,5.81,2.94,Central,1859,Rabi,Sugarcane,Sprinkler,290.83,20.27,77.64,0.19060983307444979
84,17,35,5.71,40.67,Clay,1.3,29.91,69.33,2617.59,10.51,2.88,West,1669,Rabi,Sugarcane,Canal,160.97,11.89,73.82,0.4299576197798217
162,52,118,6.45,55.52,Silt,0.39,17.6,77.83,635.8,6.31,1.5,Central,530,Rabi,Sugarcane,Drip,293.5,20.59,75.18,0.2879453426759925
135,43,144,7.25,44.23,Sandy,1.2,12.92,88.13,2406.57,9.2,17.78,East,2040,Kharif,Sugarcane,Sprinkler,345.72,15.98,77.3,0.596081955238306
166,48,46,5.19,57.31,Clay,1.12,30.69,31.35,699.77,6.61,13.2,West,1441,Kharif,Sugarcane,Sprinkler,117.86,8.63,72.98,0.7330001072226232
35,73,82,4.88,16.59,Silt,1.43,33.86,64.7,1233.58,7.05,9.44,East,739,Zaid,Sugarcane,Drip,182.87,17.32,70.16,0.658661354939767
34,90,45,5.4,46.91,Silt,0.89,37.44,78.59,556.57,10.89,4.29,East,743,Kharif,Sugarcane,Canal,66.38,3.99,72.8,0.3995187845869348
75,41,41,7.69,62.67,Silt,0.32,20.83,61.58,1251.82,5.32,9.17,South,435,Rabi,Sugarcane,Sprinkler,166.65,5.34,74.06,0.11870909550911146
123,56,26,7.33,54.09,Clay,1.26,20.52,36.04,1523.25,9.42,12.11,South,2020,Zaid,Sugarcane,Canal,73.86,23.36,72.17,0.17252387694636206
136,93,44,6.83,33.03,Clay,0.54,32.61,48.81,1896.82,6.54,2.75,Central,712,Rabi,Sugarcane,Drip,269.78,17.74,75.85,0.2528581182501112
127,62,56,6.18,48.26,Clay,0.82,37.59,54.21,1035.03,5.92,8.91,Central,666,Kharif,Sugarcane,Canal,204.24,5.8,74.9,0.4773503981224013
157,56,47,5.82,36.24,Clay,0.88,30.75,41.56,1415.79,7.67,7.34,North,1436,Rabi,Sugarcane,Rainfed,106.52,12.75,74.33,0.4821320989198419
55,40,50,5.65,61.58,Sandy,0.68,15.66,56.27,342.86,9.4,16.28,South,903,Kharif,Sugarcane,Sprinkler,337.16,5.24,72.73,0.22123869644606398
78,49,93,4.85,53.2,Silt,0.59,32.54,68.74,1872.14,6.04,11.67,South,2166,Rabi,Sugarcane,Drip,77.64,0.47,73.78,0.3032858908492829
36,43,120,7.99,63.07,Sandy,0.88,37.86,50.3,1717.1,8.67,7.0,West,814,Zaid,Sugarcane,Sprinkler,103.44,10.96,74.39,0.9325548784193121
132,58,52,8.16,46.78,Loamy,0.41,21.79,48.13,1949.7,6.85,1.66,Central,1611,Rabi,Sugarcane,Canal,200.25,19.01,77.81,0.6838664518353432
173,67,81,6.03,21.67,Clay,1.56,14.24,32.08,635.2,9.92,11.38,South,1322,Kharif,Sugarcane,Drip,229.87,19.59,73.02,0.06845045256601678
102,45,40,6.04,18.05,Clay,1.41,36.53,89.99,1769.71,6.71,15.71,East,536,Zaid,Sugarcane,Drip,162.84,1.0,73.89,0.6127958355365104
51,29,100,7.24,48.98,Sandy,1.42,35.28,55.09,2447.85,8.71,14.96,East,1648,Zaid,Sugarcane,Rainfed,344.2,7.38,77.52,0.1568127053168057
74,82,88,6.15,20.01,Silt,0.97,28.86,41.16,885.67,9.61,1.45,East,867,Rabi,Sugarcane,Drip,302.63,10.69,74.31,0.22044600424541894
125,60,43,6.97,41.88,Silt,0.33,15.08,34.42,1051.04,8.29,7.68,East,540,Zaid,Sugarcane,Canal,288.63,3.77,76.75,0.4313017063410146
87,79,149,6.41,53.79,Sandy,1.45,23.79,54.09,335.18,6.94,8.45,Central,544,Zaid,Sugarcane,Drip,64.71,16.89,74.14,0.728370854339646
128,78,72,6.73,30.34,Clay,0.57,38.54,88.19,1219.64,7.31,15.48,North,1571,Rabi,Sugarcane,Rainfed,138.91,19.72,74.45,0.345806098410425
58,77,113,5.51,49.9,Sandy,1.57,16.62,50.53,1806.43,7.08,10.96,North,222,Kharif,Sugarcane,Sprinkler,312.59,8.14,75.82,0.8054300430459791
38,78,56,5.19,28.12,Sandy,1.02,21.28,58.03,2541.04,5.39,15.0,West,1874,Kharif,Sugarcane,Drip,126.55,22.13,73.62,0.2659284506321188
133,23,110,7.04,26.73,Loamy,1.55,21.26,84.15,2529.91,10.21,9.48,East,354,Zaid,Sugarcane,Rainfed,325.25,17.65,76.97,0.7572829782755007
119,42,70,7.0,50.07,Silt,0.83,39.37,37.38,1684.33,8.72,2.97,North,1245,Rabi,Sugarcane,Drip,289.13,1.34,77.64,0.23147521376529812
178,55,36,7.43,25.37,Loamy,1.26,24.75,83.92,771.22,5.17,7.34,Central,1285,Kharif,Sugarcane,Rainfed,209.7,4.45,72.35,0.011302536589022472
42,91,85,5.16,30.42,Clay,1.43,10.49,86.93,746.46,5.07,7.72,West,671,Kharif,Sugarcane,Canal,151.56,2.05,72.74,0.0402580030092321
57,18,82,7.21,23.47,Loamy,1.06,32.36,57.81,807.54,7.7,10.93,Central,2190,Zaid,Sugarcane,Rainfed,153.52,9.45,73.38,0.4261212379522308
99,43,63,5.46,54.08,Clay,1.3,26.52,44.57,865.24,8.99,2.94,West,1683,Rabi,Sugarcane,Rainfed,90.88,18.6,74.1,0.8173053122132368
37,78,144,6.95,37.79,Silt,1.21,36.65,38.62,825.9,10.05,15.39,Central,443,Zaid,Sugarcane,Drip,262.52,7.17,73.58,0.5719958782835928
169,68,70,6.66,40.39,Sandy,1.18,37.77,87.03,525.78,7.36,3.35,West,477,Zaid,Sugarcane,Sprinkler,278.27,5.81,75.23,0.3610747263410372
60,72,149,5.4,49.79,Clay,1.09,14.47,47.3,1010.36,5.82,11.01,North,1472,Kharif,Sugarcane,Drip,210.73,13.49,73.27,0.6796972168333453
120,60,147,5.69,25.61,Silt,1.34,15.93,32.86,822.84,5.68,15.72,North,1565,Rabi,Sugarcane,Sprinkler,135.77,5.37,72.54,0.056680432165835404
172,57,106,5.84,45.92,Sandy,1.15,11.22,88.85,2212.23,6.03,12.31,East,1938,Rabi,Sugarcane,Drip,344.74,1.21,77.45,0.6415044812562517
42,16,112,6.21,33.72,Clay,0.65,35.83,39.83,940.28,8.05,8.05,North,1433,Kharif,Sugarcane,Rainfed,327.32,21.53,76.69,0.8860861088135163
142,80,138,5.88,38.76,Clay,1.56,18.16,52.62,936.58,8.01,14.65,North,295,Kharif,Sugarcane,Rainfed,204.58,1.66,75.13,0.8956899442666165
43,39,145,6.08,52.08,Silt,1.52,36.43,35.99,1504.1,5.56,10.63,West,882,Kharif,Sugarcane,Sprinkler,130.8,19.61,75.4,0.5561906926300116
61,50,134,5.05,60.04,Clay,0.85,27.13,82.36,2646.85,4.06,8.11,North,926,Kharif,Sugarcane,Canal,274.68,3.02,75.0,0.7795167014240635
149,26,55,6.74,44.42,Silt,1.09,29.44,52.03,1123.56,7.76,6.09,East,1793,Zaid,Sugarcane,Canal,283.23,24.74,76.57,0.8899133763628625
104,15,45,5.72,50.62,Sandy,0.58,34.35,44.67,1481.64,5.07,7.57,East,1509,Kharif,Sugarcane,Rainfed,256.44,6.55,74.35,0.9919627472386433
116,94,95,6.69,35.55,Sandy,0.33,33.61,69.84,1530.7,8.22,4.76,South,1334,Zaid,Sugarcane,Drip,106.36,20.46,76.17,0.7653633638580407
179,82,45,8.07,15.85,Loamy,1.5,14.54,32.41,1311.95,10.98,12.79,West,1287,Rabi,Sugarcane,Rainfed,108.05,8.58,72.7,0.10284259215747671
100,53,97,6.66,46.42,Silt,0.57,28.05,83.77,1743.16,6.75,6.75,West,1420,Zaid,Sugarcane,Drip,80.33,17.37,75.31,0.8468872244289528
179,69,107,7.79,52.17,Silt,1.14,22.88,59.84,764.51,4.29,5.66,West,2106,Rabi,Sugarcane,Sprinkler,270.76,19.05,75.8,0.603150120122947
72,35,105,5.05,30.52,Clay,1.57,27.0,53.32,2241.04,6.07,3.45,West,226,Kharif,Sugarcane,Rainfed,328.85,21.8,76.09,0.6923543061544142
49,20,74,5.34,56.73,Loamy,0.75,23.49,40.48,1066.5,9.54,7.46,North,2010,Kharif,Sugarcane,Rainfed,216.64,1.88,74.41,0.2187138889065392
177,97,83,6.24,60.57,Loamy,0.97,38.87,83.38,1662.16,4.75,9.53,Central,563,Zaid,Sugarcane,Sprinkler,97.82,20.02,73.31,0.258591591134784
91,76,144,5.86,28.36,Sandy,1.39,20.3,76.21,854.85,9.13,5.99,East,1508,Zaid,Sugarcane,Rainfed,226.29,20.86,75.6,0.9653027236303998
153,77,73,8.13,57.41,Silt,1.07,39.58,86.21,2010.2,5.06,4.29,West,1734,Rabi,Sugarcane,Sprinkler,276.71,12.19,77.36,0.714718833502036
41,54,124,6.22,28.06,Loamy,0.52,13.97,34.98,1283.87,7.67,15.27,West,1489,Zaid,Sugarcane,Rainfed,82.29,13.8,72.9,0.69783278550517
123,86,124,5.23,55.83,Clay,0.74,15.32,48.53,2382.09,4.56,12.39,Central,151,Kharif,Sugarcane,Drip,289.89,3.31,78.28,0.6796331823951436
131,84,131,5.62,59.26,Clay,1.03,19.66,58.36,896.42,4.2,8.12,North,2123,Rabi,Sugarcane,Drip,81.84,23.0,74.39,0.7287780544506475
167,69,91,5.08,35.23,Sandy,0.32,23.35,60.51,1339.97,7.75,6.11,Central,1841,Zaid,Sugarcane,Rainfed,88.28,18.35,74.58,0.3235304124854915
81,67,40,7.66,56.88,Loamy,0.78,30.79,63.82,2582.95,5.3,10.95,West,1343,Zaid,Sugarcane,Sprinkler,232.89,15.06,76.06,0.6650559890066311
69,83,30,7.77,43.99,Clay,0.85,14.01,44.49,979.96,4.29,3.15,South,887,Zaid,Sugarcane,Rainfed,225.19,15.25,73.95,0.10343411486048337
39,22,111,7.58,32.52,Loamy,1.59,27.7,78.91,637.5,9.13,12.65,West,718,Zaid,Sugarcane,Canal,291.69,16.51,74.51,0.3057439574472911
116,76,32,7.32,59.99,Silt,0.65,39.37,66.82,356.33,9.98,12.04,Central,1251,Rabi,Sugarcane,Drip,290.5,3.23,75.38,0.1332099241366287
86,59,133,5.28,40.45,Loamy,0.65,35.92,72.09,1928.24,8.31,17.18,West,779,Kharif,Sugarcane,Rainfed,297.57,19.08,75.49,0.5784925082293301
38,95,85,5.03,29.91,Sandy,1.09,15.3,78.64,1444.87,9.17,16.31,West,1222,Rabi,Sugarcane,Rainfed,181.62,18.76,73.37,0.7006114963944516
51,15,45,5.61,26.16,Sandy,0.81,11.59,43.27,1923.68,10.23,1.04,East,156,Zaid,Sugarcane,Canal,156.14,9.32,72.28,0.7534721106595967
144,70,49,7.43,56.69,Sandy,1.44,18.79,31.95,734.06,7.93,16.15,South,766,Kharif,Sugarcane,Drip,68.02,8.18,72.94,0.6191727353658367
69,94,58,4.91,49.11,Silt,0.52,22.98,70.41,1473.78,10.32,14.79,South,118,Zaid,Sugarcane,Drip,206.17,4.14,73.66,0.10804455937640711
118,35,91,7.93,53.95,Silt,0.73,13.39,57.42,1009.48,9.58,12.28,East,1147,Kharif,Sugarcane,Drip,209.55,23.22,74.53,0.8200675020556494
163,59,120,5.44,18.13,Clay,1.51,28.09,35.67,1327.16,11.0,5.59,Central,939,Zaid,Sugarcane,Canal,317.13,1.07,75.46,0.3077709052931491
160,31,63,5.65,61.9,Loamy,1.34,11.61,41.49,1738.97,10.05,2.85,West,2065,Zaid,Sugarcane,Rainfed,241.91,23.1,75.46,0.9113391900786307
60,71,66,6.02,40.47,Silt,1.44,19.96,57.41,2219.68,5.98,15.42,South,2133,Kharif,Sugarcane,Canal,343.48,2.25,76.85,0.06203676362878152
113,51,22,6.54,26.63,Silt,1.4,38.52,75.55,1313.27,5.8,1.19,South,1004,Rabi,Sugarcane,Drip,78.46,22.27,72.83,0.33930526730956745
156,30,149,8.19,59.77,Clay,1.04,23.95,70.09,1978.45,10.91,17.91,West,1383,Kharif,Sugarcane,Canal,222.14,4.5,74.03,0.5059316543195584
42,38,41,7.61,46.12,Silt,1.39,17.05,40.81,437.98,9.8,13.63,Central,1480,Zaid,Sugarcane,Drip,201.55,24.03,71.69,0.9977493890102006
49,43,149,5.91,38.72,Sandy,0.3,34.97,46.69,1951.21,10.39,8.62,South,1817,Zaid,Sugarcane,Sprinkler,331.38,4.44,77.28,0.11514617839520114
158,33,109,6.08,20.88,Clay,0.55,28.59,57.17,985.89,9.07,15.63,North,1425,Kharif,Sugarcane,Rainfed,248.83,15.86,73.88,0.414825655521352
172,34,22,6.73,30.1,Sandy,0.72,33.67,58.15,640.87,9.71,17.29,East,593,Rabi,Sugarcane,Drip,248.19,0.3,75.03,0.3872744114248413
87,99,96,7.78,17.52,Loamy,1.31,25.19,46.21,1995.27,8.6,9.37,South,2145,Rabi,Sugarcane,Drip,93.15,0.57,72.8,0.4420334209311235
101,36,142,7.07,19.38,Clay,1.58,35.63,34.44,1834.91,7.98,2.57,North,1928,Kharif,Sugarcane,Sprinkler,139.49,11.78,74.3,0.9405039528794026
157,88,136,5.04,63.37,Loamy,1.51,10.92,74.87,2265.56,9.51,10.97,West,560,Kharif,Sugarcane,Canal,152.77,17.73,75.55,0.39631262549822055
86,66,120,5.74,23.08,Clay,0.7,33.18,72.49,2587.14,9.03,14.77,West,2044,Rabi,Sugarcane,Canal,108.04,1.46,75.25,0.29632580189980007
168,18,39,7.38,21.38,Sandy,1.11,14.77,87.85,554.22,6.23,13.49,East,440,Zaid,Sugarcane,Drip,175.52,14.84,72.86,0.9709402496046186
46,43,66,6.94,18.82,Loamy,0.94,38.24,53.49,845.86,4.32,11.63,North,948,Zaid,Sugarcane,Rainfed,122.7,15.01,72.86,0.040285518777998464
85,70,77,6.37,53.99,Clay,1.04,21.63,58.33,2707.86,9.02,16.76,West,2070,Rabi,Sugarcane,Canal,137.49,15.48,75.81,0.516283299197674
144,97,115,7.28,32.87,Silt,0.77,17.67,83.82,1043.31,6.29,17.9,East,1415,Rabi,Sugarcane,Rainfed,299.14,18.93,74.84,0.8096750362658893
133,54,47,7.52,18.29,Loamy,0.38,18.45,53.85,480.19,5.1,3.57,North,573,Zaid,Sugarcane,Drip,110.5,18.48,71.28,0.13217965775387175
67,63,56,5.24,34.42,Sandy,1.2,35.08,39.61,1151.75,4.34,2.23,West,1472,Kharif,Sugarcane,Canal,249.99,10.52,74.23,0.3832153659472517
72,79,50,5.83,21.17,Sandy,0.42,32.79,85.61,1663.04,6.37,13.65,East,1812,Kharif,Sugarcane,Sprinkler,261.04,9.87,74.6,0.8263408109501867
134,68,139,7.8,32.68,Sandy,0.45,21.82,85.32,1271.19,9.86,17.14,Central,821,Zaid,Sugarcane,Drip,178.41,8.42,74.09,0.6314587925830206
69,57,26,7.87,50.24,Clay,1.32,26.71,58.28,592.34,9.4,2.11,North,486,Kharif,Sugarcane,Rainfed,62.46,23.47,72.41,0.22048763941474925
148,29,139,6.74,61.17,Loamy,0.72,33.57,64.41,1383.33,6.45,8.53,West,2024,Rabi,Sugarcane,Drip,228.75,17.87,77.58,0.6665219766930349
171,95,54,5.34,33.61,Clay,1.01,27.44,67.96,1919.84,9.76,4.02,West,556,Zaid,Sugarcane,Canal,220.02,15.27,76.68,0.08010572660960225
63,94,112,5.19,27.13,Clay,0.67,21.21,89.19,1474.88,6.75,4.94,West,1001,Zaid,Sugarcane,Rainfed,276.82,2.71,74.73,0.1633667583984202
133,22,83,5.79,60.8,Silt,1.17,20.0,45.77,382.59,6.36,10.86,East,1936,Kharif,Sugarcane,Drip,72.56,13.73,73.78,0.5117074471147008
56,40,111,7.0,59.31,Silt,0.86,21.71,81.08,2215.87,10.02,11.12,East,1958,Rabi,Sugarcane,Rainfed,186.02,14.18,74.38,0.1453266924205041
172,46,130,7.82,32.11,Sandy,0.42,23.36,71.15,1832.17,5.47,10.08,East,18,Rabi,Sugarcane,Rainfed,308.46,0.08,76.58,0.12328377929894685
50,31,111,7.34,63.55,Silt,0.84,18.41,86.01,1452.49,6.19,8.75,Central,1522,Rabi,Sugarcane,Drip,102.94,8.96,74.95,0.9895053333843224
136,77,41,4.96,39.07,Silt,0.38,29.76,75.42,803.25,6.06,13.25,South,1421,Zaid,Sugarcane,Sprinkler,347.91,6.59,73.67,0.07675806188873802
167,62,77,7.72,19.78,Silt,1.03,24.84,47.58,419.15,9.75,10.79,Central,661,Rabi,Sugarcane,Rainfed,103.74,12.41,71.37,0.17708225539728983
34,69,128,7.35,21.65,Sandy,0.96,18.93,54.77,1499.31,10.48,10.41,Central,434,Zaid,Sugarcane,Rainfed,127.64,19.84,71.87,0.5993597250421656
31,52,115,7.09,40.17,Sandy,0.98,22.99,55.8,1543.26,4.87,11.08,East,270,Rabi,Sugarcane,Sprinkler,115.43,1.23,74.87,0.5469288759854769
80,69,117,6.35,26.85,Clay,0.39,23.87,42.85,739.94,8.96,12.94,West,2073,Zaid,Sugarcane,Drip,95.18,13.59,74.65,0.9224342836561245
152,36,75,6.89,29.47,Sandy,1.01,18.29,38.6,2691.18,5.94,9.49,Central,1579,Rabi,Sugarcane,Sprinkler,311.34,23.5,78.6,0.24067051475715306
60,32,129,6.71,48.95,Clay,0.94,24.99,82.89,2524.49,9.72,1.32,West,1814,Kharif,Sugarcane,Rainfed,311.87,17.41,76.1,0.4096728692925191
81,88,101,7.7,35.59,Silt,1.48,35.77,68.49,2471.78,4.3,2.58,East,369,Zaid,Sugarcane,Rainfed,316.96,8.46,76.06,0.9782206685265583
69,83,72,5.41,26.61,Sandy,0.73,24.01,87.58,1200.01,5.58,10.69,Central,1878,Rabi,Sugarcane,Canal,247.37,9.65,75.31,0.42001100429566285
108,22,120,6.43,55.38,Loamy,0.96,31.87,66.79,1015.71,6.86,12.06,East,1336,Kharif,Sugarcane,Canal,181.66,6.81,74.87,0.6920505530397448
128,46,25,6.0,35.75,Clay,0.79,29.07,64.34,1282.18,7.26,16.22,South,349,Rabi,Sugarcane,Canal,131.47,7.35,72.36,0.415818568018411
107,29,77,7.52,56.36,Loamy,0.37,33.66,53.27,869.04,9.7,9.37,West,1541,Rabi,Sugarcane,Drip,157.06,13.75,74.54,0.13300979890732878
101,46,25,4.84,27.51,Silt,0.86,16.32,37.32,1372.6,5.25,6.16,East,289,Zaid,Sugarcane,Rainfed,160.65,1.11,74.56,0.9070419604150218
175,46,44,6.17,19.02,Sandy,1.14,11.54,75.33,2208.77,10.09,13.07,East,391,Rabi,Sugarcane,Drip,132.91,4.39,74.8,0.7422713922522868
46,47,58,4.88,36.4,Silt,1.13,32.07,65.46,975.58,6.12,3.92,South,1517,Kharif,Sugarcane,Rainfed,192.32,2.05,73.02,0.35483185554316266
43,46,132,5.53,28.66,Loamy,1.11,36.92,30.09,1696.11,5.33,2.47,Central,2194,Rabi,Sugarcane,Canal,277.75,4.01,75.2,0.7802126485356335
